id,Horodateur,IP,Identifiant,Type,Statut,Ville,Pays,Latitude,Longitude,Operateur
6134,2021-04-12 17:57:41.359967+00,154.126.12.60,randriamanana.lafatra,Eleve,L'identifiant et le code d'accès ne peuvent pas être vides pour vous connecter.,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6133,2021-04-12 17:56:47.942839+00,197.158.119.140,razafimanantsoa.rina,Eleve,Connexion valide,Antananarivo,Madagascar,,,Gulfsat Autonomous System
6132,2021-04-12 17:56:28.518208+00,197.158.119.140,razafimanantsoa.rina,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Gulfsat Autonomous System
6131,2021-04-12 17:56:26.983179+00,197.158.119.140,razafimanantsoa.rina,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Gulfsat Autonomous System
6130,2021-04-12 17:56:25.502767+00,197.158.119.140,razafimanantsoa.rina,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Gulfsat Autonomous System
6129,2021-04-12 17:56:24.083364+00,197.158.119.140,razafimanantsoa.rina,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Gulfsat Autonomous System
6128,2021-04-12 17:56:22.698035+00,197.158.119.140,razafimanantsoa.rina,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Gulfsat Autonomous System
6127,2021-04-12 17:53:51.082366+00,154.126.12.60,randriamanana.lafatra,Eleve,Connexion valide,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6126,2021-04-12 17:53:49.04408+00,154.126.12.60,randriamanana.lafatra,Eleve,Connexion valide,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6125,2021-04-12 17:53:47.314767+00,154.126.12.60,randriamanana.lafatra,Eleve,Connexion valide,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6124,2021-04-12 17:52:29.650846+00,154.126.12.6,randriamanana.lafatra,Eleve,Connexion valide,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6123,2021-04-12 17:52:21.587387+00,154.126.12.6,randriamanana.lafatra,Eleve,Deconnexion,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6122,2021-04-12 17:50:17.445801+00,154.126.12.6,randriamanana.lafatra,Eleve,Connexion valide,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6121,2021-04-12 17:47:28.830961+00,154.126.12.6,randriamanana.lafatra,Eleve,Connexion valide,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6120,2021-04-12 17:47:24.392661+00,154.126.12.6,randriamanana.lafatra,Eleve,Connexion valide,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6119,2021-04-12 17:47:10.7278+00,,razafimanantsoa.rina,Eleve,Connexion valide,,,,,
6118,2021-04-12 17:43:15.185249+00,154.120.182.199,ramilijaona.ihaingotiana,Eleve,Connexion valide,Antananarivo,Madagascar,-18.9167,47.5167,Orange Madagascar
6117,2021-04-12 17:40:02.144939+00,41.77.19.25,ratremaharisamba.mirajo,Eleve,Connexion valide,Antananarivo,Madagascar,,,AIRTELMADA
6116,2021-04-12 17:39:59.514864+00,41.77.19.25,ratremaharisamba.mirajo,Eleve,Connexion valide,Antananarivo,Madagascar,,,AIRTELMADA
6115,2021-04-12 17:38:39.178934+00,41.77.19.25,ratremaharisamba.mirajo,Eleve,Connexion valide,Antananarivo,Madagascar,,,AIRTELMADA
6114,2021-04-12 17:33:23.528708+00,41.74.210.4,ramilijaona.ihaingotiana,Eleve,Connexion valide,Antananarivo,Madagascar,,,Orange Madagascar
6113,2021-04-12 17:33:16.315441+00,154.126.100.233,rakotoarimalala.farasoa,Prof,Connexion valide,Antananarivo,Madagascar,-18.9167,47.5167,Telecom-Malagasy
6112,2021-04-12 17:33:04.237704+00,41.74.210.4,ramilijaona.ihaingotiana,,Identifiant 'ramilijaona.ihaingotiana' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Orange Madagascar
6111,2021-04-12 17:32:47.258418+00,41.77.19.25,ratremarisamba.koloina,Eleve,Connexion valide,Antananarivo,Madagascar,,,AIRTELMADA
6110,2021-04-12 17:31:36.173326+00,41.207.60.190,ratiaray_tang.lauraine,Eleve,Connexion valide,Antananarivo,Madagascar,,,Telecom-Malagasy
6109,2021-04-12 17:28:30.571396+00,154.126.12.231,rajaonarivelo.tefimalala,Prof,Connexion valide,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6108,2021-04-12 17:28:17.500304+00,154.126.11.186,boolauck.jane,Eleve,Connexion valide,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6107,2021-04-12 17:24:58.615362+00,154.126.9.244,randriamiaritsoa.dollycia,Eleve,Connexion valide,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6106,2021-04-12 17:24:57.893423+00,154.126.9.244,randriamiaritsoa.dollycia,Eleve,Connexion valide,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6105,2021-04-12 17:24:57.154566+00,154.126.9.244,randriamiaritsoa.dollycia,Eleve,Connexion valide,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6104,2021-04-12 17:23:13.407708+00,154.126.9.93,voahangimalala.honorine,Prof,Connexion valide,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6103,2021-04-12 17:22:18.688908+00,197.158.119.156,andriamanantena.heriniaina,Eleve,Connexion valide,Antananarivo,Madagascar,,,Gulfsat Autonomous System
6102,2021-04-12 17:22:01.464869+00,154.126.12.222,ravelomihary.ilan,Eleve,Connexion valide,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6101,2021-04-12 17:21:48.372188+00,154.126.11.186,boolauck.jane,Eleve,Connexion valide,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6100,2021-04-12 17:20:48.708848+00,41.74.211.172,rasamoelina.lucas,Eleve,Connexion valide,Alasora,Madagascar,-18.9469,47.568,Orange Madagascar
6099,2021-04-12 17:20:43.896743+00,41.74.211.172,,Eleve,Identifiant '' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Alasora,Madagascar,-18.9469,47.568,Orange Madagascar
6098,2021-04-12 17:20:41.610487+00,154.126.12.222,ravelomihary.ilan,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6097,2021-04-12 17:19:38.558974+00,154.126.11.186,boolauck.jane,Eleve,Connexion valide,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6096,2021-04-12 17:19:35.220718+00,154.126.11.186,boolauck.jane,Eleve,Connexion valide,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6095,2021-04-12 17:18:33.089471+00,154.126.11.186,boolauck.jane,,Identifiant 'boolauck.jane' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6094,2021-04-12 17:17:51.779589+00,41.74.210.103,ramiliajona.ihaingotiana,,Identifiant 'ramiliajona.ihaingotiana' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Orange Madagascar
6093,2021-04-12 17:17:45.03748+00,154.126.11.186,boolauck.jane,,Identifiant 'boolauck.jane' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6092,2021-04-12 17:17:24.266055+00,41.74.210.103,ramilijona.ihaingotiana,,Identifiant 'ramilijona.ihaingotiana' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Orange Madagascar
6091,2021-04-12 17:16:47.763328+00,154.126.11.186,boolauck.jane,,Identifiant 'boolauck.jane' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6090,2021-04-12 17:16:40.911434+00,154.126.11.186,boolauck. jane,,Identifiant 'boolauck. jane' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6089,2021-04-12 17:16:29.581961+00,66.249.83.2,,,Deconnexion,Ashburn,United States,39.0481,-77.4728,GOOGLE
6088,2021-04-11 19:09:51.590551+00,,,,Deconnexion,,,,,
6087,2021-04-12 17:16:04.012898+00,154.126.9.93,voahangimalala.honorine,Prof,Connexion valide,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6086,2021-04-12 17:15:56.123631+00,154.126.9.235,randriamiaritsoa.dollycia,,Identifiant 'randriamiaritsoa.dollycia' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6085,2021-04-12 17:15:05.401627+00,154.126.9.235,tga randriamiaritsoa.dollycia,,Identifiant 'tga randriamiaritsoa.dollycia' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6084,2021-04-12 17:14:42.604493+00,154.126.9.235,randriamiaritsoa.dollycia,,Identifiant 'randriamiaritsoa.dollycia' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6083,2021-04-12 17:14:13.936939+00,41.207.60.190,ratiaray_tang.lauraine,Eleve,Connexion valide,Antananarivo,Madagascar,,,Telecom-Malagasy
6082,2021-04-12 17:13:18.699797+00,197.149.61.40,razakarimanana.manjakatia,Eleve,Deconnexion,Antananarivo,Madagascar,,,Telecom-Malagasy
6081,2021-04-12 17:12:03.297481+00,197.149.61.40,razakarimanana.manjakatia,Eleve,Connexion valide,Antananarivo,Madagascar,,,Telecom-Malagasy
6080,2021-04-12 17:11:52.982101+00,41.74.212.183,ammiel.jemimah,Eleve,Connexion valide,Antananarivo,Madagascar,,,Orange Madagascar
6079,2021-04-12 17:10:48.829681+00,41.207.60.190,ratiaray_tang.lauraine,Eleve,Connexion valide,Antananarivo,Madagascar,,,Telecom-Malagasy
6078,2021-04-12 17:10:35.417588+00,41.207.60.190,ratiaray_tang.lauraine,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
6077,2021-04-12 17:10:19.545431+00,41.207.60.190,ratiaray_tang.lauraine,,Code d'accès erroné: veuillez réessayer. <br> Si vous avez perdu votre code d'accès merci de contacter l'Administration de votre établissement.,Antananarivo,Madagascar,,,Telecom-Malagasy
6076,2021-04-12 17:08:22.101697+00,41.63.137.79,rakotomalala.ulrich,Eleve,Connexion valide,Antananarivo,Madagascar,,,Orange Madagascar
6075,2021-04-12 17:07:59.088606+00,154.126.9.211,randriamiaritsoa.dollycia,,Identifiant 'randriamiaritsoa.dollycia' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6074,2021-04-12 17:07:58.219351+00,154.126.9.211,randriamiaritsoa.dollycia,,Identifiant 'randriamiaritsoa.dollycia' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6073,2021-04-12 17:07:48.052647+00,41.63.137.79,rakotomalala.ulrich,Eleve,Connexion valide,Antananarivo,Madagascar,,,Orange Madagascar
6072,2021-04-12 17:06:26.848086+00,154.126.9.211,randriamiaritsoa.dollycia,,Identifiant 'randriamiaritsoa.dollycia' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6071,2021-04-12 17:06:22.987996+00,154.126.9.211,randriamiaritsoa.dollycia,,Identifiant 'randriamiaritsoa.dollycia' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
6070,2021-04-12 17:06:20.978472+00,154.126.9.211,randriamiaritsoa.dollycia,,Identifiant 'randriamiaritsoa.dollycia' non reconnu: veuillez réessayer. <br> Si vous avez perdu votre identifiant merci de contacter l'Administration de votre établissement.,Ambodirano,Madagascar,-20.25,47.4833,Telecom-Malagasy
